csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
671.2511755376668	578.7877293696685	527.7706580107102	n/a	n/a	n/a	-0.21219946879999999	-0.14109847550000001	0.0144551624	-0.0957078129	0.1341001288	-0.29260275399999996	-0.2562321837	0.11698601210000001	-0.22416634149999998	0.3316950952	-0.2392740945	-0.1486103225	0.111798011	0.11178184769999999	0.1117549107	0.1117172025	-8.0883e-05	-0.0604882	-0.186893	0.00250235	-0.0008224509999999998	-0.000621335
653.7203321313373	577.4620625810561	522.5760709029895	1.356458	30.429613	0.2047947273	0.0691175927	-0.11258114529999999	-0.0935773058	-0.0438704959	-0.15098703119999998	-0.1559713838	0.0227718815	0.1253047719	-0.2457403119	0.1182604327	0.058972271900000005	0.09838910199999999	0.1117549107	0.11160948820000001	0.1113672575	0.11102842880000001	-9.46603e-05	-0.017757499999999996	-0.0970591	0.00161921	-0.00096383	-0.000201527
643.4660154224608	577.5913285910514	519.6302241454623	1.264358	28.363529	0.08409434739999999	0.09181626789999998	-0.0770215929	0.1988981068	0.0895402882	-0.0051582596	-0.0632345714	0.0308790205	0.1408327954	0.0906369414	0.1835936748	0.0182830763	0.1469917261	0.11166872679999999	0.111265035	0.1105932959	0.1096551279	-9.87307e-05	0.000538577	-0.0500854	0.00128775	-0.00096383	-0.000246477
643.5855817713242	576.4323150184142	519.6580793618277	1.101834	24.717592	0.06665867730000001	0.18903140289999998	0.0731707198	0.0550144531	0.038842492799999996	-0.09795739310000001	0.0015283513	0.1541703956	-0.0048357202	-0.0074617934	0.052357988	0.0198794551	0.0563327717	0.1115394925	0.1107490191	0.1094357105	0.1076057667	-0.00692264	0.0238341	-0.0367118	0.00118991	-0.00088358	3.87459e-05
643.5963982869916	576.3933487887482	519.8989992062643	1.05014	23.557945	0.11631245500000002	0.2008794366	0.011731626299999999	9.11961e-05	0.0412343823	0.055278754000000006	0.0242542364	0.1549666284	0.0571605654	-0.0325645425	-0.048358121799999994	-0.0727511348	0.056606787	0.1113672575	0.1100622363	0.1078985167	0.1048929802	0.007688409999999999	0.016427299999999995	0.0156563	0.00060935	-0.00096383	0.000216466
642.0271589824716	576.8401411810867	519.3784973248902	1.088141	24.410416	0.08079332999999998	0.098864616	0.0185326296	0.1590867791	0.09086930650000001	-0.0638603956	-0.030549395299999997	0.0773556497	0.0045807166	0.1150460531	0.0575171125	0.0498805857	0.0797369025	0.1111520884	0.10920574539999998	0.1059870468	0.1015334935	0.008326	-0.00119704	-0.0322861	0.00032688	-0.00096383	0.000207156
645.1144459137586	575.7884808445856	519.5846919663994	1.115253	25.018629	0.11307186599999998	0.1582121082	0.0910767701	-0.0030849131	0.10556048529999999	0.035381702	-0.0104975964	0.1810153096	-0.059804505599999995	0.0692186593	-0.051749344800000006	-0.1299800819	0.056183106	0.11089406800000001	0.10818086730000001	0.1037079311	0.09754801910000001	-0.000128276	0.0402396	0.0258156	0.000225295	-0.00096383	0.000207156
644.9810422205277	576.63906524876	520.2290307548127	1.038935	23.306583	0.094272347	0.0585151242	-0.0693904226	0.0409910791	0.1789110778	-0.0742036042	0.06569260269999999	0.1202339519	0.10630570130000001	0.1004257517	-0.0039438189	0.0395527413	0.1250876004	0.1105932959	0.10698918210000001	0.10106907550000001	0.09296112869999999	-0.000120589	0.00624946	0.00218691	0.000536803	-0.000737839	1.17384e-05
647.7393836438174	576.6688425792997	520.924654376664	1.0369100000000002	23.261152	0.105208591	0.0360040232	0.1420331916	-0.0395187819	0.1193262884	-0.0271174763	0.024941865499999997	0.0972477876	-0.0664621101	-0.0066683892	-0.013369306499999999	-0.1094456418	-0.0115034571	0.1102498879	0.1056325273	0.0980796336	0.08780110210000001	-0.00012964500000000004	0.0469517	0.0199605	-8.433049999999998e-05	-0.000619916	0.000207156
648.112179891007	576.1266771563382	520.8349148425261	1.018646	22.851419	0.144019241	0.0621588105	0.026457044500000002	-0.042999418399999996	0.0981561481	0.0154824399	-0.10405307529999999	0.1341624379	0.026584717400000003	-0.0083579022	0.0239544706	-0.035344946099999996	0.017032045	0.1098639765	0.10411299480000001	0.094749975	0.0820997524	-0.000105169	0.0220571	-0.0235494	-0.000382261	0.000358022	-2.87808e-05
647.4695879106853	577.1805379387498	521.9134433857347	1.021267	22.910233	0.139767237	-0.0335535076	-0.0007012558	0.07259160440000001	0.1306526143	0.0124539888	0.0539915865	0.0262390136	-0.0008045511	0.14889231449999998	0.0405670614	-0.0840673433	0.1091035786	0.1094357105	0.1024329276	0.0910916496	0.0758922305	-0.000121166	0.0466476	0.0340672	-0.000691516	-0.00030645	0.000148375
648.4534036059782	576.5385782188448	522.4040900975228	1.087453	24.394976	0.13445387600000003	0.0122377983	0.1032173612	-0.0272197822	0.055853272300000006	0.0047403874	0.021584918300000002	0.0999344034	-0.0670800559	0.0327661543	-0.036290122200000004	-0.0323688942	0.0273696944	0.1089652549	0.1005949163	0.08711734730000001	0.0692168078	0.00973022	0.00934841	-0.0280749	-0.000382261	-0.000441638	0.000207156
648.1892597458975	577.1034408338837	523.8944211458634	1.051178	23.581215	0.132838462	-0.037150235499999996	-0.027621171400000002	-0.0550701678	0.0698108063	0.0188534372	0.2201799559	-0.020755695	0.0208905943	0.0535691941	-0.1530539799	0.016331149399999998	0.0633598782	0.10845279109999999	0.0986017949	0.0828408542	0.0621146404	-0.000125552	0.0403838	0.0161222	-0.000174654	-0.00096383	0.000432361
650.2084401165561	577.0597069714113	525.0609498618419	1.091971	24.49634	0.186950752	-0.1304737408	0.144799034	0.007266832900000001	-0.0272013336	0.0369526513	0.1004196398	-0.0140032611	-0.1605147811	0.09630328310000001	-0.0014484064	0.0324304121	-0.17128860710000002	0.1078985167	0.0964566367	0.0782770044	0.0546295156	0.00638894	-0.00205121	-0.0573974	0.000116264	-0.00019032	0.000207156
652.5770621555306	577.2146652248622	526.2687078677933	1.084554	24.329948	0.0555091	-0.1173413691	-0.018519198799999997	-0.19480607379999998	-0.1319936391	0.0328730891	0.0905258177	0.0010564292999999999	-0.06509573269999999	-0.0116249703	-0.20497070879999998	0.13109526970000002	-0.052204992	0.1073026454	0.0941627493	0.07344162900000001	0.0468075816	0.00625593	0.0221437	-0.0485208	-7.90096e-05	-0.000137672	0.000405326
652.0712844814879	578.1597567434453	525.7215167401039	1.080864	24.247166	0.08207153	-0.2297193507	0.030624266	0.0739824654	-0.15685655029999998	0.1065611365	0.0063777564	-0.1558241184	-0.054352513899999996	0.14855277390000002	-0.0325223329	0.030657552400000003	-0.1717555903	0.1066654069	0.0917236698	0.0683515007	0.038697063399999995	0.0058653	0.00704793	-0.078947	0.000437662	-0.000129335	0.000207156
651.3705496692006	576.9607785906827	525.5199868712323	1.070732	24.019882	0.03578227	-0.0653104557	-0.0312714205	-0.1156040331	-0.1183014429	-0.037416264	-0.0056117259	0.0245402239	0.0062138454	-0.0511550759	-0.08417264769999999	0.17705337989999997	-0.1455896874	0.1059870468	0.08914315910000001	0.0630242761	0.030347964900000003	0.0105653	0.00636967	-0.0748121	9.22821e-05	5.06673e-05	0.000207156
650.2855849355046	577.9214464138822	525.5696380971881	1.078435	24.192677	0.09104369	-0.157103555	0.0107025178	0.0259462961	-0.10531375609999999	-0.0086304274	0.060446044299999994	-0.1631862758	-0.0510228592	0.11628618660000001	-0.0758193803	-0.0144228327	-0.09762384460000001	0.1052678267	0.08642519609999999	0.0574784342	0.0218117611	0.00658361	0.0303863	-0.0401351	-0.000189029	-0.000123096	0.000319449
653.2898802826173	578.6966655456204	525.7569563395307	1.0876070000000002	24.398438	0.07327748	-0.026801926299999997	-0.0690854555	-0.1379901735	-0.1476216282	-0.08089014259999999	-0.08836555859999999	-0.0802335397	0.047321941900000004	-0.2023567503	0.026566467200000003	0.1657868608	-0.1180599734	0.1045080238	0.0835739716	0.051733212199999996	0.013141080500000001	0.00444538	0.00942095	-0.0586656	0.00031369	-0.00010524	0.000207156
649.2378446070786	579.3729155476312	525.5094712760566	1.060802	23.797115	0.158970199	-0.0849583165	-0.0627007601	0.073940804	-0.0922847694	-0.0543078367	0.0239656297	-0.208399267	-0.015538271999999999	0.011879976100000002	0.0752252363	0.0965514636	0.045047310099999995	0.1037079311	0.0805938822	0.0458085392	0.0043893808	-0.000107169	0.0458186	0.0108286	-0.00022441	-0.000537656	0.000207156
652.9104252194765	577.8786701528712	525.5752042320529	1.093743	24.536097	0.1072340576	-0.0098849353	0.0144109174	-0.1120874924	-0.09919391820000001	0.1305806005	-0.0138657869	-0.0399565745	0.0144072507	-0.0853563968	-0.043254274	-0.0018472932000000001	-0.1292413133	0.10286785710000002	0.0774895228	0.0397249664	-0.0043893808	-9.91814e-05	-0.00218477	-0.0134165	0.000225142	-0.000287656	0.000207156
650.6850814105578	578.2216035356812	525.2040545020443	1.096421	24.596176	0.1094053556	-0.0865854365	-0.1481475928	-0.0478014	-0.0032787796999999997	-0.1094921451	0.1076173994	-0.1039993322	0.0176643824	-0.0616322516	-0.07517509019999999	0.19194203059999998	0.028414174599999998	0.10198812550000001	0.0742656803	0.033503596499999996	-0.013141080500000001	-0.000117947	0.0394024	-0.00169874	-0.000602124	-0.000287656	-8.72112e-05
