csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
663.5914420340542	621.6256686754638	572.8480799384939	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-0.0	0.0
652.6136653154667	620.3920461748382	569.8010415579032	1.09207	25.468672	0.111146196	-0.0288658392	-0.0509907	-0.1414354415	-0.0191994841	0.028324179300000002	-0.0751209597	0.0203464922	-0.0333155808	0.1138361424	-0.054413024299999994	0.0052277689000000006	-0.0338656421	0.11214895779999999	0.1121325392	0.1121051767	0.0	0.0187342	-1.3346e-05	0.0295391	-0.00025	0.0007813339999999998	0.000225857
645.9341931921377	621.0194168880256	569.6263659757548	1.013923	23.646152	0.075406346	-0.0035700809	0.0024146831	0.07165683099999999	0.025201422200000004	0.0467256453	-0.11277387289999999	0.0322390892	0.0172161854	-0.054612574500000004	0.026829104	0.0419275146	0.10402419310000001	0.1121051767	0.1119574576	0.1117114032	0.0	0.0167601	0.0231486	0.0609309	-0.000207473	0.00100947	0.000332764
647.8636785783997	620.4818763545055	569.8305397741087	1.073198	25.02854	0.0953048	-0.0257537702	0.005297040899999999	0.012824655400000001	-0.0581716945	-0.0522112962	-0.0775797135	0.012580061200000001	-0.0325254372	-0.0516023082	0.0132256563	-0.0027238989	0.013065571699999999	0.1120176316	0.1116075676	0.11092523929999999	0.0	-0.0049469	0.0237301	0.0347448	-0.000811313	0.00100947	0.0
646.6698261416685	619.7370197255499	570.0898343670036	1.035087	24.139746	0.056598070000000014	-0.035644416400000004	-0.0621168892	-0.052373724299999994	-0.0435301586	-0.0994116741	-0.0595097445	0.014280086599999998	-0.09994910539999999	0.0565619521	0.0080977292	-0.1229210148	-0.0891230101	0.1118863567	0.11108341570000001	0.1097494464	0.0	-0.00253353	0.0126332	0.0609613	-0.000524324	0.000959033	0.0
642.2094801240537	620.5742206920004	569.9049171283498	1.010377	23.563465	0.05345533999999999	-0.0357646976	-0.049173061799999994	0.0847908733	0.09880333210000002	0.0404311952	-0.0416086601	0.004700090200000001	-0.044408345	0.018669092800000002	0.0764456462	0.033440217200000004	0.09339367679999999	0.1117114032	0.11038582029999999	0.1081881546	0.0	0.008784109999999998	0.0276041	0.07805969999999998	-0.000382977	0.000899012	0.0
645.284151042462	620.9506920440651	569.311557631	1.092328	25.474693	0.15448024	-0.0046534702	-0.0117880703	0.10173394	-0.0865058743	0.008505504300000001	0.1525900485	0.0198215226	0.0359374813	-0.0975740151	-0.0194719512	0.048849556100000004	-0.0414923757	0.1114928394	0.10951587039999999	0.106246848	0.0	0.0218592	0.0828893	0.143994	-0.000621992	0.00106371	0.0
644.9046218238692	620.8752673092457	569.0708228415493	1.139419	26.572903	0.13581913	-0.0358610949	-0.1098659175	-0.011427931499999999	-0.06770631769999999	-0.1348353985	0.07125665269999999	-0.005688926600000001	-0.0307069545	0.0385429273	0.032716280699999996	0.15604801529999998	-0.09995670599999999	0.11123075060000001	0.10847492460000001	0.10393234550000001	0.0	-0.00785743	0.0296018	0.121582	-0.000420988	0.00100947	-0.000352816
645.5668912306672	620.9956750841105	568.8736265122251	1.065201	24.842037	0.06872002999999999	-0.047063545	-0.1094092644	0.0011582375999999999	0.1013630176	0.1392460559	0.057558886	0.0403640663	0.0032120401000000002	0.0679855073	-0.024408439900000002	0.1932081834	0.0673597669	0.11092523929999999	0.10726460800000001	0.1012527768	0.0	0.0114782	0.0515462	0.112171	-0.000159092	0.00100947	-0.000254132
645.2092136943569	620.7367575980244	568.300839486269	1.074887	25.067932	0.07991539999999998	-0.0156944372	-0.0591749021	0.1130880383	-0.0784188622	0.0714266345	0.09167147369999999	0.0160554491	0.0155002998	-0.09554486539999998	-0.0564920516	0.0784944749	0.0059886428	0.11057642449999999	0.10588681050000001	0.098217554	0.0	0.017687999999999995	0.0863671	0.126779	-0.000390494	0.00100947	-5.29396e-23
644.6227290693258	619.8478329305439	567.8378845812622	1.133361	26.431623	0.053193049999999985	-0.028296579199999998	-0.0941677823	0.027992399100000002	-0.065756538	-0.015820505800000002	0.1150330699	0.0142511541	-0.0575937008	-0.0239752817	-0.022277350499999998	0.0208476122	-0.07250484089999999	0.1101844426	0.1043436833	0.09483733849999999	0.0	0.0295228	0.0586691	0.126907	-0.000661139	0.00100947	-1.0587899999999999e-22
644.8203627054831	618.9258436901232	567.9746463864775	0.98063	22.869715	0.09069054	-0.0725149366	-0.1359209509	-0.0346312916	0.0106054523	-0.07705385669999999	0.1305747851	-0.0148658729	-0.158129037	0.0299785321	-0.0466925232	-0.07641479179999999	-0.0410536271	0.1097494464	0.1026376358	0.0911240034	0.0	-0.0137749	0.032352	0.114621	-0.00055553	0.00100947	-7.01858e-05
642.2300001248676	619.7489789627824	569.7716440576497	0.98354	22.937582	0.060037239999999985	0.0159033741	0.0498056549	0.09603968630000001	0.1276720499	-0.0572522325	-0.052809105099999996	-0.005662781899999999	-0.0748564796	-0.09837854830000001	0.1886758673	-0.1005166685	0.104600045	0.1092716059	0.1007713319	0.08709059179999999	0.0	-0.0319445	0.0250711	0.0965701	-0.000294999	0.00100947	0.0
650.4453246984923	620.5971742734615	571.2175134508218	1.055603	24.618202	0.06635545000000001	0.0243750241	0.1519551624	-0.0437792646	-0.055121998	-0.054225951200000004	-0.0336534276	0.0011080882	0.024379386800000003	-0.07650866519999999	-0.0175111732	-0.0739496221	0.0142916022	0.1087511076	0.0987476854	0.08275127139999999	0.0	-0.0327409	0.020891	0.0617568	-0.000722771	0.000905929	-1.0587899999999999e-22
