csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
740.0054250038451	657.1268695341141	548.0131487436074	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.1243e-05	-0.0329611	-0.103381	0.000943207	0.000182518	-0.000152383
729.7634255389818	656.9525702490927	547.2487525336469	1.223093	25.882151	0.3745465291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.44139e-05	0.0335617	0.0904043	-0.000817806	-0.000188718	0.0
726.0416425245679	657.3791645066365	546.5777567483816	1.032642	21.851976	0.09227850299999997	-0.0708550192	0.034322336099999996	-0.0080811891	0.0741868645	-0.23693164449999998	0.011226230700000001	0.065068747	-0.0159089107	0.0056776216	-0.012714231000000001	0.0370011442	-0.1255963128	0.11250323	0.1124865505	0.11245875300000001	0.0	0.0	3.63169e-05	0.0014904	0.128576	-0.000930908	-0.000515888	0.0
721.1718711055192	656.9027722349907	546.2064502860765	1.004449	21.255375	0.0815239269	0.0166317728	0.0226264038	0.0223424521	-0.04597448690000001	-0.09971541210000001	0.0026864079	0.0261287956	-0.0034701893	0.0099809527	-0.009714211700000001	0.015569472800000001	-0.0784695442	0.11245875300000001	0.1123086861	0.11205872300000001	0.0	0.0	-0.00239552	0.00750419	0.133014	-0.00158572	-5.29396e-23	0.000202106
721.4091780441147	656.2249430678338	545.1193327552456	1.020242	21.589563	0.09374798	0.1010418244	-0.0795044393	-0.0748750744	0.022446682599999997	0.0183207636	-0.10033289179999999	-0.0083272062	0.010018636899999999	-0.1406201294	0.0180022826	-0.0578340045	-0.0327323444	0.1123698164	0.11195323859999999	0.1112600859	0.0	0.0	0.003053	0.0203162	0.167147	-0.00202261	-2.56871e-22	0.000592305
718.3346204054761	656.1484439397339	545.3237098977021	1.011602	21.406746	0.08577959740000002	-0.0893772061	0.014839995	-0.0120135654	-0.0316029765	0.051178389000000005	0.0476653219	0.020086856	-0.0952704009	0.036148836000000004	0.062042500599999995	0.0215438127	0.036943127799999996	0.11223645550000001	0.1114207701	0.1100656827	0.0	0.0	6.88526e-05	0.0157149	0.200915	-0.0014583	-0.000234032	0.000502124
717.7894173675619	656.9208057757849	545.5743865462366	0.969952	20.525368	0.0371852126	-0.0168476823	0.040752089500000005	0.0542458184	-0.0332677492	0.0170851099	0.0738463683	0.0627416202	-0.0566203685	-0.0350080391	-0.0393379427	-0.0104785426	0.0379929929	0.11205872300000001	0.1107121224	0.1084797619	0.0	0.0	-0.0105771	0.00940969	0.212904	-0.00147385	-0.000383383	0.000502124
719.9314122552139	655.7918512482198	544.888464946481	1.0477010000000002	22.170635	0.14694968000000003	0.1348973719	-0.0256374734	0.0361669757	0.0466467805	0.049596059000000005	-0.0702875475	-0.028720685899999997	-0.0035570864000000002	-0.08990881390000001	0.00558073	0.0610955357	0.0260854439	0.1118366891	0.10982841609999999	0.1065079649	0.0	0.0	-0.00662743	0.0596439	0.186194	-0.000858703	-0.0007480619999999998	0.000843414
719.5760276706089	655.8797616417601	544.0719012414663	0.996898	21.095573	0.122903271	-0.030179050699999998	-0.09048438019999999	0.0034410106	0.1554844279	0.0030402611	0.0004084536	-0.0192075117	-0.0253207742	-0.0570535497	0.0305420886	-0.1246448345	-0.005229823	0.1115704417	0.1087710484	0.1041573055	0.0	0.0	0.000111371	0.00668848	0.214754	-0.000960394	-0.000498062	0.000502124
716.2806926089385	655.9300834516529	544.4813372071096	0.990043	20.950531	0.03268467900000001	-0.0874023914	0.0418533468	0.1150977845	0.0859580592	-0.0141346232	0.0526585486	-0.0013031931	-0.1148973534	0.1044985484	-0.0498260055	-0.0032473487	0.0024063687	0.1112600859	0.1075416914	0.1014361455	0.0	0.0	0.000107142	-0.00336002	0.224086	-0.00100658	-0.000498062	0.0007219369999999998
719.0741129951732	656.0132173264343	545.4833948773561	1.038573	21.977467	0.092029102	0.058213567599999995	0.0434809488	0.0886858858	0.0176326798	-0.024910908199999998	-0.0382764607	-0.0199677119	-0.0353630956	0.0027272093	0.1319711045	0.0020051979999999997	0.0414594686	0.11090574460000001	0.1061422889	0.09835416429999999	0.0	0.0	-0.00233144	0.031543	0.183914	-0.0012478700000000003	-0.000498062	0.0007709569999999998
720.6534269145203	656.2302433823833	545.6248834434684	0.950761	20.119278	0.08338650000000002	0.08550357439999999	0.005312445	-0.0517376945	0.0559434029	0.0018914354	0.0210108985	-0.0240125406	-0.0382767234	-0.1171369585	0.005828971800000001	-0.0754815974	-0.028550657599999998	0.1105075577	0.1045750536	0.09492232490000001	0.0	0.0	0.000116113	0.000922553	0.219618	-0.0013930800000000003	-0.000498062	0.000623877
721.3284272959543	657.0242055591356	546.4574561971331	0.963855	20.396355	0.06481057199999997	-0.10349669539999999	0.008065437	-0.1418737296	0.0453275297	-0.0122718487	0.0559246147	0.0872817841	-0.1234823792	0.0225788481	-0.09751651230000001	-0.0760230889	0.0206190976	0.1100656827	0.1028424637	0.0911528348	0.0	0.0	0.000121078	0.007993709999999998	0.26474	-0.00160721	-0.000498062	0.000661996
