csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	non_steady_state_outlier00	non_steady_state_outlier01	non_steady_state_outlier02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
681.085714025613	522.4738608976453	504.0149083948375	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.20278e-05	-3.76205e-05	-0.07998629999999998	0.000437255	0.000204008	-0.00014336000000000004
668.3296125363969	521.8867429550506	500.6892813889766	1.34266	32.546566	0.1953655493	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	-0.000211042	0.038659	-0.0007458729999999998	-0.0	0.0
664.7871259800323	521.804602235776	499.9228603244686	1.242375	30.115612	0.08967841476999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8.001769999999998e-06	-0.000200764	0.0128206	-6.59005e-05	-0.000496581	9.98812e-05
663.3530390277149	519.9594926371997	498.71804404218176	1.094673	26.535269	0.12761898077	-0.0653719997	-0.0051405085	-0.0691656184	0.1466833655	-0.1481148777	0.0623731393	-0.0448832304	-0.0889705218	0.0265467006	-0.035132875200000004	0.06200905599999999	0.2808666085	0.1128608806	0.1128439341	0.1128156919	0.0	0.0	0.0	-0.0258173	0.0264339	-0.0339615	-0.000126198	-6.4925e-05	0.000175466
662.6241711350906	519.7333186872314	497.8269265695546	1.221531	29.61035	0.15145125000000004	-0.0692304925	0.0933859417	0.012854730900000002	0.0845846577	-0.110501435	0.1714608298	-0.0385254447	-0.09354470039999999	-0.011302709199999999	-0.10905875960000001	-0.0243207837	0.2436865308	0.1128156919	0.1126632248	0.11240926539999999	0.0	0.0	0.0	-0.0474393	0.0144436	0.0537021	-0.000458444	0.000149768	0.000232034
663.6989834376329	520.1994278938915	497.9508156291037	1.042962	25.28178	0.12597309999999998	-0.0281682713	-0.140676659	0.0385554603	0.1128915434	-0.09687584269999999	0.10527520189999999	-0.0196410898	-0.0739347699	0.1113485725	0.0644598235	-0.0834689654	0.2249075643	0.1127253327	0.1123020954	0.1115978766	0.0	0.0	0.0	-0.047422	-0.0347826	0.0163173	-0.000701746	0.000461328	0.0
661.6269704512707	519.5244297927487	497.12562688343763	1.027511	24.907232	0.146989385	-0.0006946777999999999	-0.0478663093	-0.06862459650000001	0.0119885768	-0.0436214525	0.09302750550000001	-0.0132575599	-0.0876102127	0.0159256628	0.0968594292	-0.0566282929	0.2023591608	0.1125898391	0.1117611244	0.1103844485	0.0	0.0	0.0	-0.0351039	0.0138341	0.0827201	-0.0007740429999999998	0.00022041	7.98207e-05
660.4377155709929	520.0429414147276	496.73512548670504	1.043705	25.299782	0.119491935	-0.0318051556	0.029446966600000003	-0.0980684286	0.0155099031	-0.017290617299999998	0.1828906265	-0.0265605084	-0.0905135705	-0.004395467199999999	0.0193052898	0.031642143399999996	0.18797708850000003	0.11240926539999999	0.111041178	0.1087733526	0.0	0.0	0.0	-0.0474239	-0.0342262	0.0670233	-0.000279463	0.000514306	0.0
660.306289280255	519.8361881255556	495.8188497716111	1.123985	27.245794	0.08493678	-0.07058621129999999	0.10035427429999999	-0.0414250094	0.0865228973	-0.1078469266	0.0547026367	-0.0379556686	-0.0861492682	-0.0263960025	-0.10076751130000001	-0.046991512400000005	0.21220896390000002	0.11218368390000001	0.1101434092	0.1067703929	0.0	0.0	0.0	-0.0394815	-0.00311202	0.08946039999999998	-0.000384235	0.000150216	0.0
663.0687099486912	520.6763619499725	495.42380966646965	0.974858	23.630905	0.066938285	-0.0729008376	-0.0032476808	0.0975298265	0.08942929210000002	-0.11696623519999999	0.23657939760000002	-0.0322266659	-0.04317698	0.1317469642	-0.1125345033	-0.0660691329	0.14547363970000002	0.11191318480000001	0.10906925560000001	0.1043827854	0.0	0.0	0.0	-0.0474151	-0.0386043	0.09473740000000003	-0.000309619	2.21039e-05	0.00016198
662.3233520556511	520.4412184576967	495.5579136017712	1.100461	26.675571	0.085831775	-0.0222060002	-0.1166262204	-0.022907724700000003	0.06519988809999999	-0.0356396168	-0.0171040248	-0.022558107400000003	-0.046279658099999996	0.1397914378	0.017278675900000002	-0.04409615	0.1551300158	0.1115978766	0.1078204375	0.1016191316	0.0	0.0	0.0	-0.0622195	-0.0204413	0.11264900000000003	-0.000837182	-7.59916e-05	0.000235377
