csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	non_steady_state_outlier00	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
717.5084305969266	493.6009641506321	477.66417708963667	n/a	n/a	n/a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.82031e-08	0.0	-0.00351236	0.0	-0.00017029	0.0
696.1407454290727	491.4067553184606	472.75548169110283	1.608315	42.817703	0.09780554337509999	-0.0447612455	0.0046362719	-0.05505253139999999	0.0188991254	-0.1136264009	0.0266378517	-0.036839146	-0.0273647991	0.008295991899999999	-0.08904360300000001	0.0591975765	-0.1866316149	0.11214895779999999	0.1121325392	0.1121051767	0.0	-1.50172e-07	0.0232926	0.0660914	0.0	-0.000175131	9.33393e-05
690.1312305168053	492.10028342878456	472.5116142087982	1.196017	31.841219	0.13964084482800002	0.0638331037	0.0470381706	-0.0964601372	0.0317141644	-0.060738080599999994	-0.1648747703	0.0754914015	-0.043399430700000005	0.0383180901	0.0200791476	-0.0825414942	-0.042692872199999995	0.1121051767	0.1119574576	0.1117114032	0.0	-0.00634596	0.0455194	0.156873	-0.000169366	-0.0	0.000154575
690.7060563562071	492.1835123379309	472.818197250059	1.43799	38.283188	0.1434431538745	0.0542061844	-0.10723248169999999	0.0138913457	-0.1190502958	0.0030525605	0.0383362854	0.032678449500000005	0.1414412636	0.0501300279	0.0106458142	0.1297588229	-0.0541770441	0.1120176316	0.1116075676	0.11092523929999999	0.0	1.88745e-08	0.0146037	0.0877338	0.000332521	8.43835e-05	0.0
691.9144782595807	492.45695156843766	474.2423939305007	1.278796	34.045006	0.31223072387449996	-0.11216004939999999	0.07149308509999999	-0.0786544622	0.0385467236	0.0528144366	0.046072774299999994	-0.0769542159	-0.10332934210000001	-0.0018259392999999998	-0.1292128977	0.0563451533	-0.0652030946	0.1118863567	0.11108341570000001	0.1097494464	0.0	-0.00938503	0.140553	0.164034	-0.000982645	-0.000226363	0.000386011
687.7468275665241	491.9931117197509	473.0820138390865	1.27515	33.947952	0.30711914000000007	0.0554131271	-0.1124517004	-0.1389991491	0.0644256318	-0.1564111309	0.1171610193	0.0644699412	0.1423769831	-0.0839346377	-0.23031565140000002	-0.0534203611	-0.0095708688	0.1117114032	0.11038582029999999	0.1081881546	0.0	-0.0109662	-0.037678	0.0929414	-5.83171e-05	-7.14015e-05	0.000341013
690.2541137136336	492.07056252545584	472.2584137528604	1.295534	34.490635	0.20967282	-0.037108516200000004	0.0105739741	-0.1261419064	-0.0333907175	-0.022374314	-0.13284021029999998	-0.024008375	-0.0485162383	0.0706776766	0.043627618099999994	-0.11128011210000001	-0.09233900460000001	0.1114928394	0.10951587039999999	0.106246848	0.0	-0.0331945	0.059272	0.147196	-0.000305219	-0.000208285	0.0
689.3270124601147	492.1767481509685	472.6645291590394	1.196843	31.863205	0.137348945	0.1045031517	0.0989897257	-0.037690032000000005	-0.1388674806	0.02793012	0.0388992831	0.1005592711	-0.052026099000000006	-0.0825291078	0.0853392309	-0.0376468011	-0.149852289	0.11123075060000001	0.10847492460000001	0.10393234550000001	0.0	-0.0138349	0.0427755	0.2077	-8.68191e-05	0.000132291	0.000260801
687.0362421239946	491.5128717451297	473.7712944190729	1.310254	34.882515	0.09502526499999997	-0.0564094535	-0.07075542230000001	-0.0132735912	-0.002250417	-0.0817318301	0.0242072642	-0.0779655544	0.1155391517	-0.1112001521	-0.0227226796	-0.011487042	-0.021789209	0.11092523929999999	0.10726460800000001	0.1012527768	0.0	-0.0165497	0.0520823	0.145379	0.000149933	6.89488e-05	0.000147242
689.3627973385156	492.12787646767214	472.7553547852221	1.227665	32.683754	0.18231646	-0.0019836044	0.0788271842	-0.0714275412	-0.0195464702	-0.0475543249	-0.1873679825	-0.0219510354	-0.0551230433	0.0346660918	0.1231585656	-0.17555519809999998	-0.010698757199999999	0.11057642449999999	0.10588681050000001	0.098217554	0.0	-0.010894	0.0785883	0.245623	-0.000485148	0.000284841	0.0
