csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
746.451739907397	629.6821227352052	583.8225531912815	0.887279	21.246544	0.03668649000000002	0.0036003415	0.016751296000000002	0.0247336971	0.1378741332	0.020268816499999998	-0.0139708745	0.0015920294	-0.013221635	-0.0291946852	0.017410016299999997	-0.047312488099999994	-0.0152154144	0.1096590966	0.09917822039999999	0.082445728	0.00896004	-0.005642	-0.335327	0.00610897	5.97406e-05	-0.00040363
746.8684694351732	630.0378069107421	583.7015574529081	0.954878	22.865259	0.05653051500000001	-0.0172083863	-0.05925540519999999	0.0678323912	0.0344520049	-0.10532363189999999	0.010820096999999999	0.0012850791	0.00014403780000000002	-0.0243761396	-0.08909925279999999	-0.055431128200000006	-0.06279341940000001	0.10906894060000001	0.09689814810000001	0.0776093729	0.012617	0.0307771	-0.335333	0.00578358	6.33187e-05	-0.000403629
746.1981817337441	629.3126545693742	583.4788170900586	0.95608	22.894037	0.038052315	-0.0029358133000000003	-0.0097794757	0.0401168618	-0.043295746600000004	-0.0028573232000000002	0.0797188002	0.0148404859	-0.0133514159	-0.0328763804	-0.0480192384	0.0439954646	0.050549335	0.1084345525	0.0944609066	0.0724898296	0.0182502	0.0444065	-0.335374	0.00606493	0.000156943	-0.000403629
744.2907396668977	629.990296929756	583.2687252065457	0.904169	21.650988	0.09822224999999997	0.0137211476	0.0414220817	-0.00042890699999999996	-0.030749494500000002	0.0771325538	0.07215354	0.0092626113	-0.0025159623	-0.0031236465999999997	0.041676851699999996	0.0561269201	0.011607672900000001	0.10775618960000001	0.0918704493	0.0671057788	0.0197937	0.0320966	-0.311153	0.00531923	-0.000173398	-0.000276713
743.1261262058324	629.328926644559	581.7375612333171	0.927271	22.204172	0.0990127	0.0184535818	0.043071113499999994	-0.0153637505	0.1289066418	0.0759699904	-0.0260257585	0.0100454164	-0.0331832189	-0.0378883231	0.0335355183	0.0005046326000000001	-0.0230788069	0.10703412710000001	0.08913097769999999	0.0614768663	0.0204455	0.032215	-0.266851	0.00475402	0.000213286	-0.000403629
744.8210617946886	630.3181518757916	582.2320174577422	1.042894	24.972862	0.16177823	-0.0350356076	-0.1158074735	0.0507147692	0.007548231	-0.0718774892	-0.055755277699999994	-0.0232278793	0.0251744502	-0.0563550958	-0.150795009	0.0197145928	0.0374749742	0.10626865769999999	0.0862469353	0.0556236314	0.00903382	0.0617326	-0.196795	0.00385178	0.000213286	-0.00029001
745.6246152381191	629.2620469226991	583.3085152017238	1.031047	24.689163	0.11136809999999998	-0.0275244935	-0.0095677973	0.0573717225	-0.0740280899	0.0452527749	-0.0478545841	-0.0094977505	-0.0119190928	-0.050620299699999996	-0.0702330625	0.12995161	0.1066498881	0.10546009199999999	0.0832230001	0.04956743190000001	0.00902762	0.0143046	-0.183892	0.00291223	0.000213286	-0.000208942
746.3334574252368	630.7579955227533	584.6798475016195	1.024204	24.525322	0.14645975	-0.0242774105	0.0254416506	0.0703650522	0.033488670899999996	0.0500708429	-0.12496593689999999	-0.0212102973	0.0232092689	-0.006535438199999999	-0.07467936730000001	0.081444007	-0.0224130461	0.1046087577	0.0800640769	0.0433303662	0.00896892	0.0289548	-0.13257	0.00207614	-0.000203284	0.000146975
745.4707627407263	631.1895040853317	584.5527435775738	1.306727	31.290539	0.44065088	-0.1079227314	-0.154842643	0.0473604656	-0.0494506778	-0.0221383585	-0.1064621511	-0.1219831101	0.0138139926	-0.026413303	-0.21017988469999999	0.1567888094	-0.0415881896	0.10371500019999999	0.0767752895	0.0369351927	-0.00296212	-0.00724024	0.0458069	-0.00175424	0.000213286	0.000110967
737.2303352734729	628.8946811886009	581.6486692240617	1.957422	46.871891	0.7974926700000001	-0.0028175484999999998	0.2068544614	0.0113738003	-0.036207628900000004	-0.0586915215	-0.0221467812	0.018029733	-0.18054271100000002	0.047947872	0.0069423843999999995	-0.0075920941	0.1660434382	0.10277918189999999	0.0733619722	0.0304052466	-0.0189886	0.0440335	-0.30042	0.00548806	0.000213286	-0.000326044
742.86708635175	630.4657948332002	583.5689241356483	1.379702	33.037983	0.22613231000000006	0.0029662823	0.0654236993	0.0313649556	0.04098689	-0.010842868200000001	-0.10375958099999999	-0.0064622648999999996	-0.0168878723	0.0080996416	-0.0049279876	-0.0099055589	0.0076048161999999996	0.1018016823	0.0698296616	0.0237643552	0.00131105	0.0832549	-0.174569	0.00506971	-7.30252e-05	-0.0002155
746.626605513104	631.0435032639507	583.4065291512596	1.106148	26.487518	0.14821146	-0.023160112099999998	-0.088802942	0.0410475373	-0.07101245469999999	-0.0404162306	0.040914837	-0.004957235	0.0383627398	-0.0073582778	-0.1316915352	-0.0135214852	0.0533833671	0.1007828978	0.066184087	0.0170367502	0.0235469	-0.00601722	-0.174597	0.00463048	-0.000256761	-0.000326044
745.7048304950736	631.1275507715554	582.4276853686857	1.0168	24.348021	0.11164061999999998	0.0211519767	0.0712640712	0.0091898893	-0.0034369301	0.08215569219999999	-0.0274537296	0.0107265706	0.012654190800000001	0.028462135	0.085032219	0.0464075459	0.072084519	0.09972324169999999	0.0624311616	0.0102469799	0.0161828	0.0545904	-0.182353	0.00498293	0.000109047	-0.000326044
743.8113971671023	631.2310675434295	581.6228613144965	0.973268	23.305611	0.110618795	0.0358265876	-0.019271739	-0.06629465309999999	0.1553189945	-0.0605190729	-0.06512671219999999	0.0419200512	0.0062237303	0.015401296699999999	0.04424734809999999	-0.1076566985	-0.0003086067	0.09862314359999999	0.0585769726	0.0034198195000000003	0.0161324	0.0102131	-0.206123	0.00563279	-8.95149e-05	-0.000326044
744.1388971189955	630.0181883613798	581.613584133156	0.992365	23.762913	0.06514505500000001	0.034165021600000005	-0.0050991405	-0.029071610499999997	-0.052382157900000004	-0.032146947599999996	0.0438286054	0.058587122900000004	-0.006234805600000001	-0.0297626489	0.0348656919	0.0256943915	0.06170805150000001	0.09748304960000001	0.054627771500000005	-0.0034198195000000003	0.016154499999999995	0.0595705	-0.201093	0.00551804	1.04462e-05	-0.000326044
743.1037731311912	629.18594884632	580.964843964171	0.946432	22.663015	0.09995139	0.05152722	0.046953091100000004	-0.0797904518	-0.044967481399999995	0.0815911293	0.0152228299	0.0770688658	-0.0227392633	-0.0513282404	0.0895597716	0.0338956761	0.052074515700000004	0.0963034222	0.050589964	-0.0102469799	0.0104557	-0.00242568	-0.200993	0.00506971	-0.000184352	-0.000326044
742.8124522701341	629.8410864788663	581.2569422435952	0.93851	22.473314	0.07959268500000001	0.0525759013	0.0267884048	-0.0557565111	0.1116853425	-0.0626824973	-0.0474725032	0.0731130399	-0.0384695829	-0.0257738162	0.046811425999999996	-0.09429753490000001	-0.0792813677	0.0950847397	0.046470099400000006	-0.0170367502	0.016139	0.0242643	-0.215788	0.00561059	-7.67439e-05	-0.000326044
745.7862639032344	630.1294430772634	581.3842833075288	1.018299	24.383911	0.03027627049999997	0.0330468951	-0.0751660794	-0.010670681599999999	-0.0662346439	-0.0884580257	0.012444708200000001	0.066372489	-0.0042334913	-0.0378024457	-0.073230683	-0.0237898353	-0.11220264140000001	0.0938274964	0.0422748601	-0.0237643552	0.0161459	0.0407727	-0.206186	0.00562471	-7.68449e-06	-0.000326044
744.1289082791014	630.4492117474042	582.7915031846011	1.118854	26.79178	0.12728417549999999	0.08679539130000001	0.08715491449999999	-0.0372725794	-0.0036176513	-0.0128081096	0.07797551650000001	0.09593739849999999	-0.030745356	0.0082718207	0.1210487167	-0.0977377991	0.0038067392	0.092532202	0.038011050899999996	-0.0304052466	0.0161042	0.0548424	-0.26754	0.00639747	-0.000197211	-0.000400133
746.5647843393692	630.2517448900612	583.5880554572325	1.163271	27.85537	0.0913757	0.0573248125	-0.0449089166	0.026336666800000002	0.1047067649	-0.0904936815	-0.0186430978	0.0825212505	-0.0017261396	-0.0351049127	-0.0207700452	-0.1177626507	-0.10291773189999999	0.091199382	0.0336855875	-0.0369351927	0.0160783	-0.0112821	-0.256349	0.00659649	-0.000204788	-0.000326044
750.7365258690347	630.944875578887	584.9525485938639	1.080782	25.88011	0.10994765	0.0424698265	-0.030434242099999998	0.12366285029999999	-0.0755800933	-0.025292791499999998	0.11923264900000001	0.065386116	0.018117997	0.0125739449	-0.030220675899999997	-0.1042751567	0.0447850651	0.0898295767	0.0293054861	-0.0433303662	0.0161144	0.0252065	-0.210772	0.00605407	-0.000190289	-0.000326044
749.924567182279	631.2873107023813	584.4507367546137	1.046084	25.049252	0.055045510000000034	0.0627410622	0.0410300355	0.09473136380000001	0.1164595359	-0.046252649400000005	-0.0038376201	0.0770201688	-0.00393769	0.0498768782	0.0407599506	-0.13127819640000002	-0.046397147	0.0884233418	0.024877851	-0.04956743190000001	0.016065	0.00421474	-0.23289	0.00591913	-0.000293076	-0.000326044
749.107065907533	631.9511690724694	582.6726759315942	1.063707	25.471247	0.07753486000000001	0.0592738034	-0.016533492900000002	0.050321992999999995	-0.0202498666	-0.0379385388	0.080600135	0.057411754	0.0134612044	0.056075518899999996	0.0016426404	-0.0889421319	0.0670461019	0.0869812475	0.020409864	-0.0556236314	0.0160998	0.0480626	-0.203158	0.00594185	-0.000237392	-0.000326044
746.7032881315591	631.3517894223214	581.800867193266	1.092294	26.155767	0.15053575000000002	0.0762597771	0.0543823696	-0.044580754900000005	-0.0025753154	0.1128910358	0.034432824300000005	0.07022539950000001	0.0162672572	0.0048665664	0.1327442631	0.0110118329	0.060763593	0.0855038787	0.015908771999999998	-0.0614768663	0.0161368	0.0363236	-0.140806	0.00444786	-0.000203227	-0.000326044
745.0617684731117	631.3223304972169	581.257441581967	0.978961	23.441942	0.047380850000000044	0.0657971392	-0.0405275588	-0.0835566326	0.11916426529999999	-0.082832719	0.0224413777	0.0727343646	0.0143881764	-0.024345246400000003	0.0157814547	-0.0619012156	-0.053710033	0.08399183439999999	0.011381876	-0.0671057788	0.0161386	0.0284796	-0.140825	0.00511447	-0.000191504	-0.000214056
743.9553217321616	630.3029994388078	581.8663288036909	1.026082	24.570282	0.04497114999999997	0.0795924105	-0.01919339	-0.0502895612	-0.0773012796	-0.014626616100000002	0.1402752292	0.0919491068	-0.0164760576	-0.0250152664	0.0085802648	0.0304010902	0.0002608342	0.082445728	0.0068365186	-0.0724898296	0.0161179	0.0196683	-0.171047	0.00516509	-0.000230615	-0.000242668
743.7810042944977	630.1971314267123	583.3778963433381	1.016857	24.34938	0.05154930000000002	0.0828545607	0.021980332400000004	-0.0018989035000000001	0.080446752	-0.0793971848	0.024212025800000002	0.11521895369999999	-0.0349021439	-0.013668363400000001	0.0163955854	-0.0919214591	-0.1331223542	0.0808661863	0.0022800723000000003	-0.0776093729	0.0161414	0.0359499	-0.182789	0.00542585	-0.000104707	-0.000326044
748.1707948901442	630.4507419196121	584.2583515198004	0.9753250000000002	23.354864	0.0461649	0.0774839873	-0.0406694993	0.0833470895	-0.0599615368	-0.0542772101	0.1275977188	0.10423108939999999	0.005282429	-0.0203898409	-0.0660593616	-0.0836117014	-0.0557009408	0.07925385	-0.0022800723000000003	-0.082445728	0.0250709	0.0445523	-0.205549	0.00549655	-0.000151467	-0.000326044
748.155628907622	630.2097957788054	583.75711969538	0.905851	21.691273	0.08533840999999998	0.1073175582	0.0375603552	0.0759626101	-0.0096621225	0.0722979559	0.1354903625	0.12139468199999999	-0.0224140271	0.0002586146	0.0780580588	-0.09523567210000002	-0.0051531447999999995	0.0776093729	-0.0068365186	-0.0869812475	0.0160956	0.00691429	-0.22942	0.00571	-0.000235099	-0.000326044
745.4963439160648	628.904981860048	583.4500333193744	1.105982	26.483536	0.16649356	0.1134674813	0.1517552445	0.0334687704	0.1095096074	0.0104284656	0.1491311478	0.1643391417	-0.0601882954	-0.0644588491	0.1478602815	-0.1466809167	0.0137578282	0.0759334219	-0.011381876	-0.091199382	0.0161993	0.0583614	-0.284017	0.00646853	0.000213286	-0.000326044
746.222666572997	631.8174345095993	583.2432723956276	2.064842	49.444157	0.73781525	0.0578839325	-0.0680817028	0.0471446522	0.021673673100000002	-0.08212827860000001	0.000933645	-0.0100893039	-0.1444482073	0.1340548905	-0.1182611284	0.1540097363	-0.4274547843	0.0742266768	-0.015908771999999998	-0.0950847397	-0.0251201	0.101224	0.10467000000000001	0.00130559	0.000213286	-0.000190059
744.5150622115921	634.4477756538288	587.5747956365562	2.233142	53.474209	0.73650455	-0.1313437003	-0.0367461269	0.0345897587	-0.0409850072	0.1624289333	-0.0800143794	-0.1825908748	0.044592973200000004	0.0183430235	0.0039336161	0.1290979996	0.0092002072	0.0724898296	-0.020409864	-0.09862314359999999	-0.0778568	0.0114616	0.42417	-0.00318771	0.000500941	-0.000899213
739.7161555332109	635.6188923309892	586.1942619422935	1.136018	27.20277	0.22764019999999996	-0.124714799	-0.0217000017	0.0377584845	0.11814814679999999	-0.028691067599999998	-0.1230830999	-0.1632396033	0.0736132206	0.0764249411	-0.0157046388	-0.0239401973	0.0948685717	0.0707235848	-0.024877851	-0.1018016823	-0.0485549	0.08874419999999998	0.343806	-0.00256668	0.000308137	-0.000899213
743.7221066836589	635.3169259082404	586.4961404085421	1.054118	25.241621	0.09544285000000002	-0.12846056849999998	-0.0400692489	0.0253363255	-0.0997704629	0.0147357787	-0.026058299700000002	-0.1383352111	0.0626397646	0.1204084887	-0.0598162346	0.0627159251	0.0745705037	0.06892865849999999	-0.0293054861	-0.1046087577	-0.0434058	0.067483	0.314509	-0.00186682	0.000213286	-0.000899213
746.153231954221	634.929842101384	584.9395529612889	1.072874	25.690752	0.05618275	-0.07255689650000001	0.0505530029	0.0008138892	-0.0306472814	0.1283453379	-0.0952167644	-0.129409554	0.068619364	0.0828713108	0.1027257315	0.0740813051	0.104150435	0.0671057788	-0.0336855875	-0.10703412710000001	-0.0434232	0.103854	0.314463	-0.00198001	0.000346792	-0.000750942
745.5254577299022	635.7609619782429	583.7794261244841	1.054987	25.262438	0.11866684999999998	-0.09787829	-0.0775721719	0.011546663	0.0164183978	0.0146205208	-0.1333816546	-0.13383341699999998	0.09358296470000001	0.0953191994	0.021541655899999998	-0.034583693	0.0676332247	0.0652556849	-0.038011050899999996	-0.10906894060000001	-0.0434047	0.0685429	0.341369	-0.0010415	0.000213286	-0.000807551
749.1168720247459	634.6038905402897	584.1444773122903	1.096613	26.259192	0.11329205	-0.07986441	0.0061750943	0.0397366699	-0.057756725599999996	0.1102327899	-0.119168391	-0.1072156879	0.0800518179	0.0598415632	0.0709756244	0.066384795	0.0992286026	0.0633791271	-0.0422748601	-0.1107057733	-0.043431	0.121673	0.314482	-0.000694609	0.000269419	-0.0010695
746.2799805872673	634.1245112244163	583.6055335226376	1.04178	24.946186	0.16263895500000003	-0.0416350339	0.0535516391	-0.0086721677	-0.0190212591	0.16117540460000002	-0.19684740829999997	-0.09356066939999999	0.0569398639	0.0610796783	0.12857270769999998	0.1419005201	0.0009169535	0.0614768663	-0.046470099400000006	-0.1119386527	-0.0433954	0.0634206	0.262408	3.50321e-05	0.000123808	-0.000899213
743.1850847242316	633.849304154666	582.6290489152385	1.037001	24.831741	0.058676889999999975	-0.0637425329	-0.0898648583	-0.0255561516	0.0560992758	-0.0437229878	-0.1609752482	-0.0945808947	0.0456936208	0.03352932	-0.0102775076	0.024772279700000004	-0.0319063889	0.0595496741	-0.050589964	-0.1127630801	-0.032652	0.0902661	0.248458	-8.20027e-05	0.000149533	-0.000899213
747.3486037332527	632.9764342133424	583.7677757107073	1.017744	24.370628	0.053634115	-0.0717573621	-0.048057219000000005	0.0510784128	-0.1105174839	0.0608376007	-0.0814590226	-0.0705644091	0.026468103700000002	0.010451449	-0.029770173100000002	0.08637247560000001	0.0179457235	0.057598332	-0.054627771500000005	-0.1131760472	-0.0309646	0.0977931	0.254674	-0.000350615	0.000644995	-0.000899213
744.8047385685204	633.2375214013388	584.4852412195041	0.984518	23.574999	0.10235300000000001	-0.0393804496	0.0235468619	0.0020563698	-0.07640396969999999	0.1235216001	-0.06522245780000001	-0.0677358263	0.017092711	0.0561044477	0.0348597721	0.1260634845	-0.0755648996	0.0556236314	-0.0585769726	-0.1131760472	-0.0255287	0.0707799	0.228261	0.000110953	0.000236745	-0.000899213
745.0378318019023	634.7173596517263	584.3570762778147	1.011118	24.211948	0.0695136	-0.06265819	-0.0897921677	-0.0186615325	0.053410092400000005	-0.0668997581	-0.0459326489	-0.091508252	0.0764730626	0.0738562716	-0.0207798676	-0.044899449800000005	-0.057169556399999995	0.053626373	-0.0624311616	-0.1127630801	-0.0284409	0.0954822	0.244661	-0.00028373	0.00028584	-0.000833009
749.1633444932777	634.5900070266002	584.9403664488957	1.011217	24.214323	0.0722967	-0.0706481873	-0.025286635699999997	0.04838899519999999	-0.11112097189999999	0.0240898574	-0.0316676931	-0.09327318679999999	0.0707213098	0.0958744081	0.0027777622999999997	0.027645684500000003	0.098586755	0.05160736690000001	-0.066184087	-0.1119386527	-0.0240448	0.129831	0.24472	-0.000702023	0.000471199	-0.000899213
745.8435170099443	634.0056678496161	584.6579572896891	0.99431	23.809469	0.048331350000000016	-0.0515031998	0.025000244100000003	-0.0168553347	-0.0183320363	0.11836969300000001	-0.08823733449999999	-0.0876136222	0.041683223	0.0806102674	0.0797612777	0.082463911	0.048177892	0.04956743190000001	-0.0698296616	-0.1107057733	-0.0202682	0.0933749	0.244696	-0.000728745	0.000336428	-0.000899213
744.4813803307296	634.3093386105149	584.2101491704517	1.005437	24.075926	0.08550299999999998	-0.0710548054	-0.0963437505	-0.0555244412	0.005764711	-0.061062611600000004	-0.053223065300000004	-0.088487162	0.0641289334	0.0582964453	-0.017923663700000002	-0.010510927199999999	-0.0729640362	0.047507395099999995	-0.0733619722	-0.10906894060000001	-0.0227682	0.0766007	0.218786	-0.000192517	0.000522783	-0.0008154199999999998
745.3013788154492	633.4844140650338	584.7431057891157	0.979956	23.465755	0.07050560000000003	-0.0538825571	-0.0382461511	-0.034308368799999996	-0.07755518809999999	0.0290244677	-0.0296459404	-0.07898757440000001	0.0536422451	0.028518758300000002	0.011912163	0.0986268691	0.0129232371	0.0454280922	-0.0767752895	-0.10703412710000001	-0.0216544	0.093421	0.185659	-0.000283731	0.0003089	-0.000899213
744.1248274725592	633.0953522306891	584.7022492756272	0.941509	22.545115	0.0422148	-0.0274687951	0.0408918654	-0.0435324569	-0.0602970836	0.10605115820000001	-0.0655751171	-0.0559747777	0.027130829500000002	0.046920635700000005	0.048054486900000006	0.106063075	-0.0531325266	0.0433303662	-0.0800640769	-0.1046087577	-0.0212425	0.100764	0.192317	-6.3787e-05	0.000644994	-0.000899213
744.8099157111484	633.4623323116297	584.4319910909412	0.911251	21.82056	0.04214713662	-0.0338296956	-0.0411490021	-0.0525090449	0.0753842319	-0.0033013099	-0.10103138269999999	-0.058822438	0.0388284882	0.0404282533	-0.0064846024	0.0137276176	-0.1502673778	0.0412150679	-0.0832230001	-0.1018016823	-0.0175171	0.0851216	0.193512	1.97324e-08	0.000375095	-0.000801232
742.2840182767133	633.0422191778501	584.0202875196517	1.003505	24.029665	0.03189931162000002	-0.075970337	-0.1042355767	-0.0546863828	-0.1032626666	-0.0638806499	0.0239502766	-0.0709408982	0.044928387300000004	0.0014470672	-0.1132615497	0.0333585006	-0.0794811677	0.0390830552	-0.0862469353	-0.09862314359999999	-0.0249313	0.0981993	0.199864	-1.44385e-05	0.000301154	-0.0007885229999999998
741.5563556534537	631.5741993306933	585.0496182621448	1.022315	24.480083	0.151675475	-0.0483883204	-0.0020175709	-0.0112268327	-0.1005889025	0.0348132452	0.009680111199999999	-0.042650002	-0.0243034524	0.0192207274	0.0171626277	0.0896554165	-0.0272603979	0.0369351927	-0.08913097769999999	-0.0950847397	-0.0184881	0.0692868	0.152123	0.00103825	0.00024202	-0.00052877
742.2595334374606	631.6719313051963	585.9544212265412	1.445612	34.61623	0.61978915	0.011259263899999998	0.0026932265	0.0484793762	0.0405634681	-0.1466687054	0.0561007375	0.035620432599999995	-0.012505624299999999	0.0179055524	-0.1711156475	-0.17849919120000002	0.1539006925	0.0347723514	-0.0918704493	-0.091199382	-0.014279	0.12787	-0.15805	0.00548767	0.000512964	-0.000744883
748.0414272320038	631.4140039850114	585.5588193314102	1.405864	33.664452	0.33508785	0.0587455499	-0.0193823702	0.1659406179	0.050827535599999994	-0.06775101230000001	0.0893172666	0.07893645099999999	0.0157569621	0.0227284121	-0.1147741107	-0.10183227199999999	0.0255560931	0.0325954084	-0.0944609066	-0.0869812475	-0.00204215	0.0985624	-0.258857	0.0024464	-0.000276548	-0.0007688289999999998
752.9085503779543	631.5319018875526	586.4669165844565	1.231326	29.48501	0.1539253	0.0622750165	0.0484524164	0.2233190309	-0.0223137196	0.018742938100000002	0.0826746616	0.0592904069	0.022533575099999998	0.0286713215	-0.04553265769999999	-0.10839759789999999	0.1704163966	0.0304052466	-0.09689814810000001	-0.082445728	-0.00164435	0.213397	-0.238989	0.00244087	-0.00058128	-0.0008350649999999999
747.2618713673431	631.1025330779803	583.0297572633705	1.16612	27.923594	0.18243819	0.0824667707	0.0844558003	0.061986395599999994	0.151508126	0.028482695899999997	-0.0104974493	0.07269371200000001	-0.001840745	0.0046029018	0.09048545109999999	-0.0825840006	0.0817003471	0.0282027543	-0.09917822039999999	-0.0776093729	-0.00161106	0.1046	-0.186894	0.00217224	-0.000433361	-0.0008213559999999998
742.5488443490269	630.6178665817142	579.7565453372804	1.136621	27.217224	0.08280856	0.0656750881	-0.031947084900000006	-0.0674761758	0.0740147543	-0.1318452557	0.034669045499999995	0.0684046634	0.0018398897	-0.0380912571	0.0023299314	-0.038111194	-0.0026525424	0.0259888245	-0.1012974252	-0.0724898296	-0.00162517	0.120686	-0.153191	0.00272612	-0.000461733	-0.000899213
740.0783118869315	629.4627109691268	579.2646634252469	1.05752	25.323097	0.028576739999999986	0.0774012504	0.0227231086	-0.1339082777	-0.0577080919	-0.0072502718	0.0676506522	0.0864796333	-0.014742203999999998	-0.0899294739	0.0268046363	0.032126122	0.0583483259	0.0237643552	-0.10325232529999999	-0.0671057788	-0.00163291	0.121231	-0.153125	0.00224524	-0.000540013	-0.000899213
