csf	white_matter	global_signal	std_dvars	dvars	framewise_displacement	t_comp_cor_00	t_comp_cor_01	t_comp_cor_02	t_comp_cor_03	t_comp_cor_04	t_comp_cor_05	a_comp_cor_00	a_comp_cor_01	a_comp_cor_02	a_comp_cor_03	a_comp_cor_04	a_comp_cor_05	cosine00	cosine01	cosine02	cosine03	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z
742.434500380748	620.0520557688461	565.6654000204246	n/a	n/a	n/a	-0.0038989123999999997	-0.0945523584	-0.0874162974	-0.0948837645	0.1043224922	-0.2410149818	-0.08708865539999999	0.0128880185	-0.0164849194	0.16726545439999999	-0.0956633744	0.27708269809999997	0.111798011	0.11178184769999999	0.1117549107	0.1117172025	-0.0200214	-0.0134075	-0.312461	0.00264514	0.000979413	-0.00277127
725.9655282789205	618.1235688781989	562.6929529717953	1.114126	24.889446	0.15457504	0.054571789800000006	-0.0267888189	0.0403070514	-0.0151265668	-0.0184898572	-0.1631536738	-0.0414057255	-0.0027590381	0.1799137763	0.1111116549	-0.0252849048	0.1921482391	0.1117549107	0.11160948820000001	0.1113672575	0.11102842880000001	-0.0199928	0.00614759	-0.203785	0.00233588	0.00107991	-0.00265472
727.7770731081821	618.8995240287235	565.23903614279	1.077379	24.068529	0.052510790000000016	0.0038315524	-0.0161808307	0.1136413028	0.0871857731	-0.0403685776	-0.120485795	-0.056984950199999995	-0.0709031789	0.1439362745	-0.0488865719	0.029090955099999996	0.19864519449999998	0.11166872679999999	0.111265035	0.1105932959	0.1096551279	-0.0200024	-0.0132606	-0.224159	0.00226267	0.00115437	-0.00254801
726.5254114840851	620.0739975835062	566.8707110159468	0.945679	21.126356	0.08677395999999998	-0.0807821762	0.0058721447	0.06417628660000001	0.0750623395	-0.0033602233	0.0112782779	-0.034208569700000004	-0.1213223383	0.056384447000000004	-0.1046859014	-0.0209385549	0.1645679525	0.1115394925	0.1107490191	0.1094357105	0.1076057667	-0.0179741	0.00728906	-0.197562	0.00177617	0.00102029	-0.00241661
729.4171614185016	620.7759636213028	566.6553762779657	0.857927	19.165983	0.053092489999999985	-0.0825763566	-0.0054231183	0.0122737323	-0.0029757140999999996	-0.0028883207	0.0398082246	-0.0451190017	-0.0671163915	-0.0391299259	-0.0203822895	-0.0694602756	0.1665985444	0.1113672575	0.1100622363	0.1078985167	0.1048929802	-0.0200054	-0.00176413	-0.192994	0.00219579	0.00115437	-0.00261171
728.6808856049414	620.5956278658872	565.3715833477671	1.248983	27.902145	0.39954218	-0.0318816243	0.0193231901	-0.0626584091	-0.07753778759999999	0.0841419425	0.0844697757	0.0451186811	0.0003060366	-0.0734294234	0.1448117422	-0.1486892627	0.1115820963	0.1111520884	0.10920574539999998	0.1059870468	0.1015334935	0.00220995	0.0641714	-0.0549823	0.00379357	0.000486238	-0.00141003
723.0228930694074	620.3379562063409	564.7804842980181	1.155366	25.81074	0.29241150000000005	0.0421865521	0.049649653099999996	-0.0129775539	-0.0707249695	-0.044582654900000004	0.045410998200000004	0.0484108454	0.030829172599999996	0.0125616025	0.060764733499999994	-0.06782925990000001	0.040830103300000004	0.11089406800000001	0.10818086730000001	0.1037079311	0.09754801910000001	0.0112994	-0.0417764	-0.0177769	0.00195615	0.000537712	-0.000495547
724.4018767655721	619.3432241169118	565.203842128631	1.185977	26.494583	0.44631499999999996	0.0204902548	0.08192517860000001	0.0100842567	-0.0042959141	-0.0165112421	0.0775266726	0.1165313726	0.0039661515999999996	0.07950385480000001	0.0743322186	-0.0318099643	-0.0933622212	0.1105932959	0.10698918210000001	0.10106907550000001	0.09296112869999999	0.0337324	0.026835	0.0548954	-0.00163576	0.000175253	0.00120205
724.518165225921	618.9035120278243	565.5868611557028	1.138914	25.443209	0.4358554	0.0150249572	0.005985245	0.0580874465	0.0392787348	-0.0027226348999999997	0.0788993262	-0.0037642808000000003	-0.0359213756	0.1445177885	0.02437754	-0.0206058058	-0.0958712072	0.1102498879	0.1056325273	0.0980796336	0.08780110210000001	0.025372	-0.0291295	-0.130266	0.000751571	-0.000458061	0.000495313
727.1627477399321	619.8080684199397	566.5992151385456	0.941544	21.033987	0.16476879	-0.0252226313	0.050408455899999996	0.053333020599999996	0.0702475379	-0.0032959516	0.0340822805	0.0408237036	-0.049656456200000004	0.0733165205	-0.037280980400000004	0.019605851	-0.1314966845	0.1098639765	0.10411299480000001	0.094749975	0.0820997524	0.028943	0.00170334	-0.0587459	-0.000206359	-0.00045298	0.000281427
727.4473713685397	620.2490160067878	566.2713402412987	0.947965	21.177439	0.12435081	-0.0099779552	0.0418186096	-0.0151674253	-0.014237438600000001	-0.0151367477	0.1293886249	0.0410925511	0.008258152099999999	0.027870100099999996	0.0167253709	-0.0337337637	-0.0605888563	0.1094357105	0.1024329276	0.0910916496	0.0758922305	0.0124109	0.0101993	-0.0178577	-0.00118329	-0.000603436	0.000322731
726.3053199661208	621.5981795613966	566.4424635268981	0.927298	20.715729	0.13128885	0.0135425099	0.033960451600000004	0.034640475	0.0357873551	0.0319234909	0.0724067422	0.031379422000000004	0.0232665069	-0.030979318999999998	-0.0381135725	0.0007658392	-0.0396552901	0.1089652549	0.1005949163	0.08711734730000001	0.0692168078	0.0124571	-0.0162403	-0.0568854	-0.000420553	-0.000128947	0.00024445
728.4040290582672	621.2079812180071	566.6191547116107	0.8547329999999999	19.094635	0.03790586	-0.011505823799999999	0.0271962172	0.0294609302	0.0112353273	-0.027424701099999997	0.08568414349999999	0.0291107155	0.0107837229	-0.022029825099999997	-0.03385574	0.0365115111	-0.0517495704	0.10845279109999999	0.0986017949	0.0828408542	0.0621146404	0.0124418	-0.00348969	-0.04904	-0.000249487	-0.000267261	0.000207939
729.5717771616626	620.5016362008065	566.5264023119547	0.852286	19.039982	0.07892454	-0.023987975699999997	0.0378330546	0.0459195576	-0.0023858227	0.0145820021	0.0677530669	0.0371726987	-0.0052023004	0.006418897099999999	-0.0271891133	-0.0315585116	-0.06330775129999999	0.1078985167	0.0964566367	0.0782770044	0.0546295156	0.0124301	0.015545	-0.0390357	0.000422239	-0.000305638	0.000495313
727.2394023055557	620.3521722501938	565.8026724192573	0.8569299999999999	19.143719	0.06784061000000001	-0.01587881	0.0378977293	0.040858942599999996	-0.0463313539	0.017049936499999998	0.07843960230000001	0.0301830053	-0.0032888206	0.0397292725	-0.0087643554	0.0029097816	-0.0525320525	0.1073026454	0.0941627493	0.07344162900000001	0.0468075816	0.0154688	-0.0134137	-0.0347262	0.00017365499999999996	7.64522e-05	0.000495313
727.229021999794	620.195045085624	565.8610446935687	0.886876	19.812708	0.13284376	0.0036123514000000003	0.0513487012	0.0741440342	-0.0028221053	0.048833851399999996	0.025110504	0.046142769900000005	0.0079774317	0.0722852657	-0.031321158599999996	-0.0046134067	-0.037106009599999996	0.1066654069	0.0917236698	0.0683515007	0.038697063399999995	0.0124098	0.0155734	0.0022189	-0.000329546	-0.000440645	0.00023856
